,G,p1,p2,post,pre,x
2521,False,0.29,0.55,0,0,-1
2522,True,0.29,0.55,0,0,0
2523,False,0.29,0.55,0,0,-1
2524,False,0.29,0.55,0,0,-1
2525,False,0.29,0.55,1,1,1
2526,True,0.29,0.55,0,0,0
2527,True,0.29,0.55,0,0,0
2528,False,0.29,0.55,0,0,-1
2529,False,0.29,0.55,0,0,-1
2530,False,0.29,0.55,0,0,-1
2531,False,0.29,0.55,0,0,-1
2532,False,0.29,0.55,0,0,-1
2533,False,0.29,0.55,0,0,-1
2534,False,0.29,0.55,1,1,1
2535,True,0.29,0.55,0,0,0
2536,False,0.29,0.55,1,1,1
2537,True,0.29,0.55,0,0,0
2538,False,0.29,0.55,1,1,1
2539,False,0.29,0.55,0,0,-1
2540,False,0.29,0.55,0,0,-1
2541,True,0.29,0.55,0,0,0
2542,False,0.29,0.55,0,0,-1
2543,False,0.29,0.55,0,0,-1
2544,False,0.29,0.55,1,1,1
2545,False,0.29,0.55,0,0,-1
2546,False,0.29,0.55,0,0,-1
2547,False,0.29,0.55,0,0,-1
2548,True,0.29,0.55,0,0,0
2549,False,0.29,0.55,0,0,-1
2550,False,0.29,0.55,0,0,-1
2551,False,0.29,0.55,0,0,-1
2552,False,0.29,0.55,1,1,1
2553,False,0.29,0.55,0,0,-1
2554,True,0.29,0.55,0,0,0
2555,False,0.29,0.55,1,1,1
2556,False,0.29,0.55,0,0,-1
2557,False,0.29,0.55,0,0,-1
2558,False,0.29,0.55,0,0,-1
2559,False,0.29,0.55,0,0,-1
2560,False,0.29,0.55,0,0,-1
2561,True,0.29,0.55,0,0,0
2562,False,0.29,0.55,1,1,1
2563,False,0.29,0.55,1,1,1
2564,False,0.29,0.55,1,1,1
2565,True,0.29,0.55,0,0,0
2566,False,0.29,0.55,1,1,1
2567,False,0.29,0.55,1,1,1
2568,True,0.29,0.55,0,0,0
2569,True,0.29,0.55,0,0,0
2570,True,0.29,0.55,0,0,0
2571,False,0.29,0.55,1,1,1
2572,False,0.29,0.55,0,0,-1
2573,False,0.29,0.55,0,0,-1
2574,False,0.29,0.55,1,1,1
2575,False,0.29,0.55,1,1,1
2576,True,0.29,0.55,0,0,0
2577,False,0.29,0.55,0,0,-1
2578,True,0.29,0.55,0,0,0
2579,False,0.29,0.55,0,0,-1
2580,False,0.29,0.55,1,1,1
2581,False,0.29,0.55,0,0,-1
2582,False,0.29,0.55,1,1,1
2583,False,0.29,0.55,0,0,-1
2584,True,0.29,0.55,0,0,0
2585,True,0.29,0.55,0,0,0
2586,False,0.29,0.55,1,1,1
2587,False,0.29,0.55,1,1,1
2588,False,0.29,0.55,1,1,1
2589,False,0.29,0.55,1,1,1
2590,False,0.29,0.55,1,1,1
2591,True,0.29,0.55,0,0,0
2592,True,0.29,0.55,0,0,0
2593,False,0.29,0.55,1,1,1
2594,False,0.29,0.55,1,1,1
2595,True,0.29,0.55,0,0,0
2596,False,0.29,0.55,0,0,-1
2597,False,0.29,0.55,1,1,1
2598,True,0.29,0.55,0,0,0
2599,True,0.29,0.55,0,0,0
2600,False,0.29,0.55,0,0,-1
2601,False,0.29,0.55,0,0,-1
2602,False,0.29,0.55,1,1,1
2603,False,0.29,0.55,0,0,-1
2604,False,0.29,0.55,0,0,-1
2605,False,0.29,0.55,1,1,1
2606,False,0.29,0.55,0,0,-1
2607,False,0.29,0.55,0,0,-1
2608,False,0.29,0.55,0,0,-1
2609,True,0.29,0.55,0,0,0
2610,True,0.29,0.55,0,0,0
2611,True,0.29,0.55,0,0,0
2612,False,0.29,0.55,1,1,1
2613,False,0.29,0.55,0,0,-1
2614,False,0.29,0.55,0,0,-1
2615,False,0.29,0.55,1,1,1
2616,True,0.29,0.55,0,0,0
2617,True,0.29,0.55,0,0,0
2618,False,0.29,0.55,0,0,-1
2619,False,0.29,0.55,1,1,1
2620,True,0.29,0.55,0,0,0
2621,False,0.29,0.55,1,1,1
2622,False,0.29,0.55,0,0,-1
2623,False,0.29,0.55,0,0,-1
2624,False,0.29,0.55,0,0,-1
2625,False,0.29,0.55,0,0,-1
2626,True,0.29,0.55,0,0,0
2627,True,0.29,0.55,0,0,0
2628,False,0.29,0.55,0,0,-1
2629,False,0.29,0.55,0,0,-1
2630,False,0.29,0.55,1,1,1
2631,False,0.29,0.55,0,0,-1
2632,False,0.29,0.55,0,0,-1
2633,True,0.29,0.55,0,0,0
2634,True,0.29,0.55,0,0,0
2635,True,0.29,0.55,0,0,0
2636,False,0.29,0.55,0,0,-1
2637,False,0.29,0.55,1,1,1
2638,True,0.29,0.55,0,0,0
2639,False,0.29,0.55,0,0,-1
2640,False,0.29,0.55,0,0,-1
2641,False,0.29,0.55,1,1,1
2642,True,0.29,0.55,0,0,0
2643,False,0.29,0.55,1,1,1
2644,False,0.29,0.55,1,1,1
2645,True,0.29,0.55,0,0,0
2646,True,0.29,0.55,0,0,0
2647,True,0.29,0.55,0,0,0
2648,False,0.29,0.55,0,0,-1
2649,True,0.29,0.55,0,0,0
2650,False,0.29,0.55,0,0,-1
2651,False,0.29,0.55,0,0,-1
2652,False,0.29,0.55,0,0,-1
2653,True,0.29,0.55,0,0,0
2654,False,0.29,0.55,1,1,1
2655,False,0.29,0.55,0,0,-1
2656,False,0.29,0.55,1,1,1
2657,False,0.29,0.55,0,0,-1
2658,False,0.29,0.55,0,0,-1
2659,False,0.29,0.55,1,1,1
2660,False,0.29,0.55,0,0,-1
2661,True,0.29,0.55,0,0,0
2662,False,0.29,0.55,1,1,1
2663,True,0.29,0.55,0,0,0
2664,False,0.29,0.55,0,0,-1
2665,False,0.29,0.55,1,1,1
2666,False,0.29,0.55,1,1,1
2667,False,0.29,0.55,1,1,1
2668,False,0.29,0.55,1,1,1
2669,False,0.29,0.55,1,1,1
2670,False,0.29,0.55,1,1,1
2671,False,0.29,0.55,1,1,1
2672,False,0.29,0.55,1,1,1
2673,False,0.29,0.55,1,1,1
2674,True,0.29,0.55,0,0,0
2675,True,0.29,0.55,0,0,0
2676,False,0.29,0.55,1,1,1
2677,False,0.29,0.55,1,1,1
2678,False,0.29,0.55,0,0,-1
2679,False,0.29,0.55,0,0,-1
2680,False,0.29,0.55,1,1,1
2681,True,0.29,0.55,0,0,0
2682,False,0.29,0.55,0,0,-1
2683,False,0.29,0.55,1,1,1
2684,True,0.29,0.55,0,0,0
2685,True,0.29,0.55,0,0,0
2686,False,0.29,0.55,1,1,1
2687,False,0.29,0.55,1,1,1
2688,True,0.29,0.55,0,0,0
2689,False,0.29,0.55,0,0,-1
2690,False,0.29,0.55,0,0,-1
2691,False,0.29,0.55,1,1,1
2692,False,0.29,0.55,0,0,-1
2693,True,0.29,0.55,0,0,0
2694,False,0.29,0.55,1,1,1
2695,True,0.29,0.55,0,0,0
2696,False,0.29,0.55,1,1,1
2697,False,0.29,0.55,0,0,-1
2698,False,0.29,0.55,1,1,1
2699,False,0.29,0.55,1,1,1
2700,True,0.29,0.55,0,0,0
2701,False,0.29,0.55,1,1,1
2702,True,0.29,0.55,0,0,0
2703,False,0.29,0.55,0,0,-1
2704,False,0.29,0.55,0,0,-1
2705,False,0.29,0.55,0,0,-1
2706,False,0.29,0.55,0,0,-1
2707,True,0.29,0.55,0,0,0
2708,False,0.29,0.55,0,0,-1
2709,False,0.29,0.55,0,0,-1
2710,True,0.29,0.55,0,0,0
2711,False,0.29,0.55,0,0,-1
2712,True,0.29,0.55,0,0,0
2713,True,0.29,0.55,0,0,0
2714,True,0.29,0.55,0,0,0
2715,False,0.29,0.55,0,0,-1
2716,False,0.29,0.55,0,0,-1
2717,False,0.29,0.55,1,1,1
2718,True,0.29,0.55,0,0,0
2719,False,0.29,0.55,1,1,1
2720,True,0.29,0.55,0,0,0
2721,True,0.29,0.55,0,0,0
2722,False,0.29,0.55,0,0,-1
2723,False,0.29,0.55,0,0,-1
2724,True,0.29,0.55,0,0,0
2725,False,0.29,0.55,1,1,1
2726,False,0.29,0.55,0,0,-1
2727,False,0.29,0.55,1,1,1
2728,False,0.29,0.55,1,1,1
2729,True,0.29,0.55,0,0,0
2730,False,0.29,0.55,1,1,1
2731,False,0.29,0.55,0,0,-1
2732,False,0.29,0.55,0,0,-1
2733,False,0.29,0.55,0,0,-1
2734,True,0.29,0.55,0,0,0
2735,False,0.29,0.55,0,0,-1
2736,False,0.29,0.55,0,0,-1
2737,False,0.29,0.55,0,0,-1
2738,False,0.29,0.55,0,0,-1
2739,False,0.29,0.55,0,0,-1
2740,True,0.29,0.55,0,0,0
2741,True,0.29,0.55,0,0,0
2742,False,0.29,0.55,1,1,1
2743,False,0.29,0.55,1,1,1
2744,True,0.29,0.55,0,0,0
2745,False,0.29,0.55,1,1,1
2746,True,0.29,0.55,0,0,0
2747,True,0.29,0.55,0,0,0
2748,False,0.29,0.55,1,1,1
2749,False,0.29,0.55,1,1,1
2750,True,0.29,0.55,0,0,0
2751,True,0.29,0.55,0,0,0
2752,True,0.29,0.55,0,0,0
2753,True,0.29,0.55,0,0,0
2754,True,0.29,0.55,0,0,0
2755,False,0.29,0.55,0,0,-1
2756,False,0.29,0.55,1,1,1
2757,False,0.29,0.55,0,0,-1
2758,False,0.29,0.55,0,0,-1
2759,False,0.29,0.55,1,1,1
2760,False,0.29,0.55,1,1,1
2761,True,0.29,0.55,0,0,0
2762,True,0.29,0.55,0,0,0
2763,True,0.29,0.55,0,0,0
2764,True,0.29,0.55,0,0,0
2765,True,0.29,0.55,0,0,0
2766,True,0.29,0.55,0,0,0
2767,False,0.29,0.55,1,1,1
2768,False,0.29,0.55,1,1,1
2769,False,0.29,0.55,0,0,-1
2770,False,0.29,0.55,0,0,-1
2771,False,0.29,0.55,1,1,1
2772,True,0.29,0.55,0,0,0
2773,False,0.29,0.55,0,0,-1
2774,False,0.29,0.55,0,0,-1
2775,False,0.29,0.55,1,1,1
2776,False,0.29,0.55,1,1,1
2777,True,0.29,0.55,0,0,0
2778,False,0.29,0.55,1,1,1
2779,True,0.29,0.55,0,0,0
2780,False,0.29,0.55,1,1,1
2781,False,0.29,0.55,0,0,-1
2782,True,0.29,0.55,0,0,0
2783,False,0.29,0.55,1,1,1
2784,False,0.29,0.55,1,1,1
2785,True,0.29,0.55,0,0,0
2786,False,0.29,0.55,0,0,-1
2787,True,0.29,0.55,0,0,0
2788,False,0.29,0.55,0,0,-1
2789,False,0.29,0.55,0,0,-1
2790,True,0.29,0.55,0,0,0
2791,False,0.29,0.55,1,1,1
2792,False,0.29,0.55,0,0,-1
2793,False,0.29,0.55,0,0,-1
2794,False,0.29,0.55,0,0,-1
2795,False,0.29,0.55,0,0,-1
2796,False,0.29,0.55,0,0,-1
2797,False,0.29,0.55,1,1,1
2798,False,0.29,0.55,0,0,-1
2799,False,0.29,0.55,0,0,-1
2800,False,0.29,0.55,1,1,1
2801,False,0.29,0.55,1,1,1
2802,True,0.29,0.55,0,0,0
2803,False,0.29,0.55,0,0,-1
2804,True,0.29,0.55,0,0,0
2805,False,0.29,0.55,1,1,1
2806,True,0.29,0.55,0,0,0
2807,False,0.29,0.55,1,1,1
2808,True,0.29,0.55,0,0,0
2809,False,0.29,0.55,1,1,1
2810,False,0.29,0.55,0,0,-1
2811,False,0.29,0.55,0,0,-1
2812,False,0.29,0.55,0,0,-1
2813,False,0.29,0.55,1,1,1
2814,False,0.29,0.55,0,0,-1
2815,False,0.29,0.55,1,1,1
2816,True,0.29,0.55,0,0,0
2817,False,0.29,0.55,1,1,1
2818,False,0.29,0.55,0,0,-1
2819,False,0.29,0.55,1,1,1
2820,True,0.29,0.55,0,0,0
2821,False,0.29,0.55,1,1,1
2822,False,0.29,0.55,0,0,-1
2823,False,0.29,0.55,0,0,-1
2824,True,0.29,0.55,0,0,0
2825,False,0.29,0.55,1,1,1
2826,False,0.29,0.55,1,1,1
2827,False,0.29,0.55,1,1,1
2828,True,0.29,0.55,0,0,0
2829,False,0.29,0.55,1,1,1
2830,True,0.29,0.55,0,0,0
2831,False,0.29,0.55,1,1,1
2832,False,0.29,0.55,1,1,1
2833,True,0.29,0.55,0,0,0
2834,False,0.29,0.55,1,1,1
2835,False,0.29,0.55,0,0,-1
2836,False,0.29,0.55,0,0,-1
2837,True,0.29,0.55,0,0,0
2838,False,0.29,0.55,0,0,-1
2839,False,0.29,0.55,1,1,1
2840,True,0.29,0.55,0,0,0
2841,False,0.29,0.55,0,0,-1
2842,True,0.29,0.55,0,0,0
2843,False,0.29,0.55,1,1,1
2844,False,0.29,0.55,1,1,1
2845,False,0.29,0.55,0,0,-1
2846,False,0.29,0.55,0,0,-1
2847,False,0.29,0.55,0,0,-1
2848,False,0.29,0.55,0,0,-1
2849,True,0.29,0.55,0,0,0
2850,True,0.29,0.55,0,0,0
2851,False,0.29,0.55,1,1,1
2852,False,0.29,0.55,1,1,1
2853,True,0.29,0.55,0,0,0
2854,True,0.29,0.55,0,0,0
2855,False,0.29,0.55,0,0,-1
2856,False,0.29,0.55,1,1,1
2857,False,0.29,0.55,0,0,-1
2858,False,0.29,0.55,0,0,-1
2859,False,0.29,0.55,1,1,1
2860,False,0.29,0.55,1,1,1
2861,False,0.29,0.55,1,1,1
2862,False,0.29,0.55,1,1,1
2863,False,0.29,0.55,0,0,-1
2864,False,0.29,0.55,1,1,1
2865,False,0.29,0.55,0,0,-1
2866,False,0.29,0.55,1,1,1
2867,True,0.29,0.55,0,0,0
2868,False,0.29,0.55,1,1,1
2869,True,0.29,0.55,0,0,0
2870,True,0.29,0.55,0,0,0
2871,True,0.29,0.55,0,0,0
2872,True,0.29,0.55,0,0,0
2873,True,0.29,0.55,0,0,0
2874,True,0.29,0.55,0,0,0
2875,False,0.29,0.55,0,0,-1
2876,False,0.29,0.55,0,0,-1
2877,True,0.29,0.55,0,0,0
2878,False,0.29,0.55,1,1,1
2879,False,0.29,0.55,1,1,1
2880,True,0.29,0.55,0,0,0
2881,False,0.29,0.55,1,1,1
2882,False,0.29,0.55,0,0,-1
2883,True,0.29,0.55,0,0,0
2884,True,0.29,0.55,0,0,0
2885,True,0.29,0.55,0,0,0
2886,False,0.29,0.55,1,1,1
2887,True,0.29,0.55,0,0,0
2888,False,0.29,0.55,1,1,1
2889,False,0.29,0.55,1,1,1
2890,True,0.29,0.55,0,0,0
2891,False,0.29,0.55,0,0,-1
2892,False,0.29,0.55,0,0,-1
2893,False,0.29,0.55,1,1,1
2894,False,0.29,0.55,1,1,1
2895,False,0.29,0.55,1,1,1
2896,False,0.29,0.55,0,0,-1
2897,False,0.29,0.55,1,1,1
2898,False,0.29,0.55,0,0,-1
2899,True,0.29,0.55,0,0,0
2900,False,0.29,0.55,0,0,-1
2901,False,0.29,0.55,0,0,-1
2902,False,0.29,0.55,0,0,-1
2903,False,0.29,0.55,0,0,-1
2904,False,0.29,0.55,1,1,1
2905,False,0.29,0.55,1,1,1
2906,False,0.29,0.55,1,1,1
2907,False,0.29,0.55,0,0,-1
2908,True,0.29,0.55,0,0,0
2909,False,0.29,0.55,0,0,-1
2910,False,0.29,0.55,1,1,1
2911,True,0.29,0.55,0,0,0
2912,False,0.29,0.55,1,1,1
2913,False,0.29,0.55,0,0,-1
2914,True,0.29,0.55,0,0,0
2915,False,0.29,0.55,0,0,-1
2916,False,0.29,0.55,0,0,-1
2917,False,0.29,0.55,1,1,1
2918,False,0.29,0.55,0,0,-1
2919,True,0.29,0.55,0,0,0
2920,False,0.29,0.55,1,1,1
2921,False,0.29,0.55,1,1,1
2922,False,0.29,0.55,1,1,1
2923,False,0.29,0.55,1,1,1
2924,False,0.29,0.55,0,0,-1
2925,True,0.29,0.55,0,0,0
2926,True,0.29,0.55,0,0,0
2927,True,0.29,0.55,0,0,0
2928,False,0.29,0.55,1,1,1
2929,False,0.29,0.55,0,0,-1
2930,False,0.29,0.55,0,0,-1
2931,True,0.29,0.55,0,0,0
2932,False,0.29,0.55,1,1,1
2933,True,0.29,0.55,0,0,0
2934,False,0.29,0.55,0,0,-1
2935,False,0.29,0.55,0,0,-1
2936,False,0.29,0.55,1,1,1
2937,False,0.29,0.55,1,1,1
2938,True,0.29,0.55,0,0,0
2939,False,0.29,0.55,0,0,-1
2940,False,0.29,0.55,1,1,1
2941,False,0.29,0.55,1,1,1
2942,False,0.29,0.55,0,0,-1
2943,False,0.29,0.55,0,0,-1
2944,True,0.29,0.55,0,0,0
2945,False,0.29,0.55,0,0,-1
2946,True,0.29,0.55,0,0,0
2947,False,0.29,0.55,1,1,1
2948,True,0.29,0.55,0,0,0
2949,False,0.29,0.55,1,1,1
2950,False,0.29,0.55,0,0,-1
2951,False,0.29,0.55,1,1,1
2952,False,0.29,0.55,0,0,-1
2953,False,0.29,0.55,1,1,1
2954,False,0.29,0.55,1,1,1
2955,False,0.29,0.55,1,1,1
2956,False,0.29,0.55,0,0,-1
2957,True,0.29,0.55,0,0,0
2958,True,0.29,0.55,0,0,0
2959,False,0.29,0.55,1,1,1
2960,False,0.29,0.55,1,1,1
2961,False,0.29,0.55,1,1,1
2962,False,0.29,0.55,1,1,1
2963,False,0.29,0.55,0,0,-1
2964,True,0.29,0.55,0,0,0
2965,False,0.29,0.55,1,1,1
2966,False,0.29,0.55,1,1,1
2967,False,0.29,0.55,0,0,-1
2968,True,0.29,0.55,0,0,0
2969,False,0.29,0.55,0,0,-1
2970,False,0.29,0.55,0,0,-1
2971,True,0.29,0.55,0,0,0
2972,False,0.29,0.55,0,0,-1
2973,False,0.29,0.55,0,0,-1
2974,False,0.29,0.55,1,1,1
2975,True,0.29,0.55,0,0,0
2976,False,0.29,0.55,0,0,-1
2977,False,0.29,0.55,1,1,1
2978,True,0.29,0.55,0,0,0
2979,False,0.29,0.55,0,0,-1
2980,False,0.29,0.55,0,0,-1
2981,True,0.29,0.55,0,0,0
2982,False,0.29,0.55,1,1,1
2983,False,0.29,0.55,0,0,-1
2984,False,0.29,0.55,1,1,1
2985,False,0.29,0.55,1,1,1
2986,False,0.29,0.55,0,0,-1
2987,True,0.29,0.55,0,0,0
2988,False,0.29,0.55,1,1,1
2989,True,0.29,0.55,0,0,0
2990,False,0.29,0.55,0,0,-1
2991,True,0.29,0.55,0,0,0
2992,False,0.29,0.55,0,0,-1
2993,False,0.29,0.55,1,1,1
2994,False,0.29,0.55,1,1,1
2995,True,0.29,0.55,0,0,0
2996,False,0.29,0.55,0,0,-1
2997,False,0.29,0.55,1,1,1
2998,True,0.29,0.55,0,0,0
2999,False,0.29,0.55,1,1,1
3000,False,0.7,0.09,1,1,1
3001,True,0.7,0.09,0,0,0
3002,False,0.7,0.09,1,1,1
3003,True,0.7,0.09,0,0,0
3004,False,0.7,0.09,1,1,1
3005,True,0.7,0.09,0,0,0
3006,True,0.7,0.09,0,0,0
3007,True,0.7,0.09,0,0,0
3008,True,0.7,0.09,0,0,0
3009,True,0.7,0.09,0,0,0
3010,True,0.7,0.09,0,0,0
3011,False,0.7,0.09,1,1,1
3012,False,0.7,0.09,1,1,1
3013,False,0.7,0.09,1,1,1
3014,True,0.7,0.09,0,0,0
3015,False,0.7,0.09,1,1,1
3016,False,0.7,0.09,1,1,1
3017,False,0.7,0.09,1,1,1
3018,False,0.7,0.09,1,1,1
3019,True,0.7,0.09,0,0,0
3020,True,0.7,0.09,0,0,0
3021,True,0.7,0.09,0,0,0
3022,True,0.7,0.09,0,0,0
3023,False,0.7,0.09,0,0,-1
3024,False,0.7,0.09,1,1,1
3025,True,0.7,0.09,0,0,0
3026,False,0.7,0.09,1,1,1
3027,False,0.7,0.09,1,1,1
3028,True,0.7,0.09,0,0,0
3029,True,0.7,0.09,0,0,0
3030,True,0.7,0.09,0,0,0
3031,True,0.7,0.09,0,0,0
3032,True,0.7,0.09,0,0,0
3033,False,0.7,0.09,1,1,1
3034,True,0.7,0.09,0,0,0
3035,False,0.7,0.09,1,1,1
3036,True,0.7,0.09,0,0,0
3037,True,0.7,0.09,0,0,0
3038,True,0.7,0.09,0,0,0
3039,False,0.7,0.09,1,1,1
3040,True,0.7,0.09,0,0,0
3041,True,0.7,0.09,0,0,0
3042,True,0.7,0.09,0,0,0
3043,True,0.7,0.09,0,0,0
3044,False,0.7,0.09,1,1,1
3045,True,0.7,0.09,0,0,0
3046,True,0.7,0.09,0,0,0
3047,True,0.7,0.09,0,0,0
3048,False,0.7,0.09,1,1,1
3049,True,0.7,0.09,0,0,0
3050,True,0.7,0.09,0,0,0
3051,False,0.7,0.09,1,1,1
3052,True,0.7,0.09,0,0,0
3053,False,0.7,0.09,1,1,1
3054,True,0.7,0.09,0,0,0
3055,True,0.7,0.09,0,0,0
3056,True,0.7,0.09,0,0,0
3057,True,0.7,0.09,0,0,0
3058,False,0.7,0.09,1,1,1
3059,True,0.7,0.09,0,0,0
3060,True,0.7,0.09,0,0,0
3061,True,0.7,0.09,0,0,0
3062,False,0.7,0.09,1,1,1
3063,True,0.7,0.09,0,0,0
3064,True,0.7,0.09,0,0,0
3065,True,0.7,0.09,0,0,0
3066,True,0.7,0.09,0,0,0
3067,True,0.7,0.09,0,0,0
3068,False,0.7,0.09,1,1,1
3069,False,0.7,0.09,1,1,1
3070,False,0.7,0.09,1,1,1
3071,False,0.7,0.09,1,1,1
3072,False,0.7,0.09,1,1,1
3073,True,0.7,0.09,0,0,0
3074,True,0.7,0.09,0,0,0
3075,True,0.7,0.09,0,0,0
3076,True,0.7,0.09,0,0,0
3077,False,0.7,0.09,1,1,1
3078,False,0.7,0.09,1,1,1
3079,True,0.7,0.09,0,0,0
3080,False,0.7,0.09,1,1,1
3081,True,0.7,0.09,0,0,0
3082,True,0.7,0.09,0,0,0
3083,True,0.7,0.09,0,0,0
3084,True,0.7,0.09,0,0,0
3085,False,0.7,0.09,1,1,1
3086,True,0.7,0.09,0,0,0
3087,False,0.7,0.09,1,1,1
3088,True,0.7,0.09,0,0,0
3089,False,0.7,0.09,0,0,-1
3090,False,0.7,0.09,1,1,1
3091,True,0.7,0.09,0,0,0
3092,False,0.7,0.09,1,1,1
3093,True,0.7,0.09,0,0,0
3094,False,0.7,0.09,1,1,1
3095,True,0.7,0.09,0,0,0
3096,True,0.7,0.09,0,0,0
3097,True,0.7,0.09,0,0,0
3098,True,0.7,0.09,0,0,0
3099,True,0.7,0.09,0,0,0
3100,False,0.7,0.09,1,1,1
3101,True,0.7,0.09,0,0,0
3102,True,0.7,0.09,0,0,0
3103,True,0.7,0.09,0,0,0
3104,False,0.7,0.09,0,0,-1
3105,True,0.7,0.09,0,0,0
3106,True,0.7,0.09,0,0,0
3107,True,0.7,0.09,0,0,0
3108,True,0.7,0.09,0,0,0
3109,True,0.7,0.09,0,0,0
3110,False,0.7,0.09,1,1,1
3111,True,0.7,0.09,0,0,0
3112,True,0.7,0.09,0,0,0
3113,False,0.7,0.09,1,1,1
3114,False,0.7,0.09,1,1,1
3115,True,0.7,0.09,0,0,0
3116,False,0.7,0.09,1,1,1
3117,True,0.7,0.09,0,0,0
3118,False,0.7,0.09,1,1,1
3119,True,0.7,0.09,0,0,0
3120,True,0.7,0.09,0,0,0
3121,True,0.7,0.09,0,0,0
3122,False,0.7,0.09,1,1,1
3123,True,0.7,0.09,0,0,0
3124,False,0.7,0.09,1,1,1
3125,True,0.7,0.09,0,0,0
3126,True,0.7,0.09,0,0,0
3127,True,0.7,0.09,0,0,0
3128,True,0.7,0.09,0,0,0
3129,True,0.7,0.09,0,0,0
3130,False,0.7,0.09,1,1,1
3131,True,0.7,0.09,0,0,0
3132,True,0.7,0.09,0,0,0
3133,True,0.7,0.09,0,0,0
3134,True,0.7,0.09,0,0,0
3135,True,0.7,0.09,0,0,0
3136,True,0.7,0.09,0,0,0
3137,True,0.7,0.09,0,0,0
3138,True,0.7,0.09,0,0,0
3139,True,0.7,0.09,0,0,0
3140,True,0.7,0.09,0,0,0
3141,True,0.7,0.09,0,0,0
3142,True,0.7,0.09,0,0,0
3143,True,0.7,0.09,0,0,0
3144,True,0.7,0.09,0,0,0
3145,True,0.7,0.09,0,0,0
3146,False,0.7,0.09,1,1,1
3147,True,0.7,0.09,0,0,0
3148,True,0.7,0.09,0,0,0
3149,True,0.7,0.09,0,0,0
3150,False,0.7,0.09,1,1,1
3151,True,0.7,0.09,0,0,0
3152,True,0.7,0.09,0,0,0
3153,True,0.7,0.09,0,0,0
3154,True,0.7,0.09,0,0,0
3155,True,0.7,0.09,0,0,0
3156,False,0.7,0.09,1,1,1
3157,True,0.7,0.09,0,0,0
3158,True,0.7,0.09,0,0,0
3159,True,0.7,0.09,0,0,0
3160,True,0.7,0.09,0,0,0
3161,True,0.7,0.09,0,0,0
3162,False,0.7,0.09,1,1,1
3163,False,0.7,0.09,1,1,1
3164,True,0.7,0.09,0,0,0
3165,True,0.7,0.09,0,0,0
3166,True,0.7,0.09,0,0,0
3167,True,0.7,0.09,0,0,0
3168,False,0.7,0.09,0,0,-1
3169,False,0.7,0.09,1,1,1
3170,False,0.7,0.09,1,1,1
3171,True,0.7,0.09,0,0,0
3172,True,0.7,0.09,0,0,0
3173,True,0.7,0.09,0,0,0
3174,True,0.7,0.09,0,0,0
3175,True,0.7,0.09,0,0,0
3176,True,0.7,0.09,0,0,0
3177,True,0.7,0.09,0,0,0
3178,True,0.7,0.09,0,0,0
3179,True,0.7,0.09,0,0,0
3180,False,0.7,0.09,1,1,1
3181,True,0.7,0.09,0,0,0
3182,False,0.7,0.09,1,1,1
3183,True,0.7,0.09,0,0,0
3184,True,0.7,0.09,0,0,0
3185,True,0.7,0.09,0,0,0
3186,True,0.7,0.09,0,0,0
3187,False,0.7,0.09,1,1,1
3188,True,0.7,0.09,0,0,0
3189,True,0.7,0.09,0,0,0
3190,True,0.7,0.09,0,0,0
3191,True,0.7,0.09,0,0,0
3192,False,0.7,0.09,1,1,1
3193,True,0.7,0.09,0,0,0
3194,True,0.7,0.09,0,0,0
3195,False,0.7,0.09,1,1,1
3196,False,0.7,0.09,1,1,1
3197,True,0.7,0.09,0,0,0
3198,True,0.7,0.09,0,0,0
3199,True,0.7,0.09,0,0,0
3200,False,0.7,0.09,1,1,1
3201,True,0.7,0.09,0,0,0
3202,True,0.7,0.09,0,0,0
3203,True,0.7,0.09,0,0,0
3204,True,0.7,0.09,0,0,0
3205,True,0.7,0.09,0,0,0
3206,True,0.7,0.09,0,0,0
3207,True,0.7,0.09,0,0,0
3208,True,0.7,0.09,0,0,0
3209,True,0.7,0.09,0,0,0
3210,True,0.7,0.09,0,0,0
3211,True,0.7,0.09,0,0,0
3212,True,0.7,0.09,0,0,0
3213,False,0.7,0.09,1,1,1
3214,True,0.7,0.09,0,0,0
3215,False,0.7,0.09,1,1,1
3216,True,0.7,0.09,0,0,0
3217,True,0.7,0.09,0,0,0
3218,True,0.7,0.09,0,0,0
3219,False,0.7,0.09,1,1,1
3220,True,0.7,0.09,0,0,0
3221,True,0.7,0.09,0,0,0
3222,False,0.7,0.09,1,1,1
3223,True,0.7,0.09,0,0,0
3224,True,0.7,0.09,0,0,0
3225,False,0.7,0.09,1,1,1
3226,False,0.7,0.09,1,1,1
3227,True,0.7,0.09,0,0,0
3228,True,0.7,0.09,0,0,0
3229,False,0.7,0.09,1,1,1
3230,False,0.7,0.09,1,1,1
3231,True,0.7,0.09,0,0,0
3232,True,0.7,0.09,0,0,0
3233,False,0.7,0.09,1,1,1
3234,True,0.7,0.09,0,0,0
3235,False,0.7,0.09,1,1,1
3236,True,0.7,0.09,0,0,0
3237,True,0.7,0.09,0,0,0
3238,True,0.7,0.09,0,0,0
3239,True,0.7,0.09,0,0,0
3240,True,0.7,0.09,0,0,0
3241,False,0.7,0.09,1,1,1
3242,True,0.7,0.09,0,0,0
3243,True,0.7,0.09,0,0,0
3244,True,0.7,0.09,0,0,0
3245,True,0.7,0.09,0,0,0
3246,True,0.7,0.09,0,0,0
